orderId,customerId,deliveryPincode,orderDate,items
1,1011,560000,12/11/2019,Sugar:5;Onion:3;Carrot:9;Bread:9;
2,1007,560013,10/11/2019,Butter:4;Beans:9;Yogurt:9;Milk:10;
3,1018,560003,02/11/2019,Carrot:6;Sugar:10;Salt:3;Milk:2;
4,1004,560015,12/11/2019,Butter:4;Bread:9;
5,1013,560007,10/11/2019,Carrot:4;Yogurt:5;Chocolate:5;Bread:1;
6,1017,560000,16/11/2019,Salt:8;Chocolate:2;Chocolate:5;Beans:6;
7,1014,560005,06/11/2019,Butter:2;Wheat:9;Bread:4;Milk:5;
8,1004,560016,12/11/2019,Bread:1;Carrot:1;Carrot:5;Beans:2;
9,1018,560008,13/11/2019,Salt:8;Chocolate:8;Butter:2;Bread:8;
10,1020,560012,09/11/2019,Wheat:6;Bread:10;Carrot:2;Onion:10;
11,1010,560014,14/11/2019,Sugar:7;Carrot:3;Onion:3;Yogurt:2;
12,1010,560012,11/11/2019,Carrot:7;Chocolate:5;Chocolate:1;Chocolate:1;
13,1014,560015,15/11/2019,Beans:5;Carrot:10;Carrot:6;
14,1009,560009,11/11/2019,Wheat:7;Wheat:9;Yogurt:6;Onion:2;
15,1020,560015,16/11/2019,Butter:6;Milk:1;Sugar:2;Sugar:7;
16,1011,560003,08/11/2019,Milk:2;Yogurt:1;Milk:6;Yogurt:10;
17,1015,560018,10/11/2019,Beans:3;Yogurt:4;
18,1012,560003,16/11/2019,Carrot:2;Sugar:5;
19,1001,560015,16/11/2019,Milk:5;Sugar:8;Wheat:5;Bread:1;
20,1014,560015,12/11/2019,Sugar:7;Salt:10;Onion:3;Bread:10;
21,1004,560007,15/11/2019,Salt:2;Carrot:6;Sugar:4;Onion:6;
22,1008,560005,06/11/2019,Bread:5;Wheat:9;Chocolate:4;Chocolate:5;
23,1018,560020,07/11/2019,Bread:6;Beans:3;Butter:6;Bread:3;
24,1016,560007,06/11/2019,Beans:3;Milk:2;Chocolate:4;Onion:7;
25,1013,560019,05/11/2019,Chocolate:3;Salt:8;Bread:3;Salt:6;
26,1015,560008,10/11/2019,Bread:8;Chocolate:4;Yogurt:4;Bread:1;
27,1007,560002,16/11/2019,Milk:5;Sugar:8;Sugar:5;Wheat:8;
28,1012,560008,13/11/2019,Sugar:4;Milk:8;Sugar:2;Salt:4;
29,1018,560012,15/11/2019,Bread:4;Wheat:7;Wheat:5;Milk:2;
30,1012,560019,05/11/2019,Salt:7;Beans:5;
31,1013,560013,20/11/2019,Bread:2;Milk:3;Chocolate:4;Beans:4;
32,1007,560016,01/11/2019,Salt:9;Bread:5;Carrot:10;Milk:4;
33,1004,560013,18/11/2019,Onion:4;Wheat:7;Milk:8;Carrot:5;
34,1013,560002,07/11/2019,Beans:7;Sugar:10;Milk:9;Salt:8;
35,1018,560006,15/11/2019,Onion:1;Milk:9;Butter:7;Wheat:8;
36,1003,560017,10/11/2019,Yogurt:3;Carrot:8;Salt:3;Butter:7;
37,1008,560009,04/11/2019,Beans:5;Sugar:7;Onion:10;Butter:8;
38,1010,560011,05/11/2019,Sugar:5;Bread:7;Onion:5;Wheat:10;
39,1001,560012,20/11/2019,Onion:4;Salt:6;Milk:10;Yogurt:5;
40,1003,560000,15/11/2019,Milk:7;Beans:5;Chocolate:9;Carrot:2;
41,1019,560020,14/11/2019,Onion:2;Milk:2;Chocolate:3;Bread:6;
42,1004,560015,12/11/2019,Wheat:4;Butter:3;Yogurt:6;Butter:3;
43,1014,560002,04/11/2019,Carrot:9;Onion:7;Sugar:10;Butter:1;
44,1015,560018,19/11/2019,Milk:7;Milk:7;Onion:6;Chocolate:10;
45,1019,560009,04/11/2019,Chocolate:2;Butter:7;Wheat:3;Sugar:5;
46,1018,560017,06/11/2019,Chocolate:4;Bread:10;Milk:3;Carrot:5;
47,1016,560017,20/11/2019,Chocolate:3;Wheat:1;Sugar:8;Carrot:7;
48,1005,560000,09/11/2019,Yogurt:9;Chocolate:8;Carrot:2;Beans:10;
49,1019,560010,10/11/2019,Carrot:6;Wheat:5;Milk:9;Milk:6;
50,1001,560003,12/11/2019,Onion:1;Bread:9;Wheat:1;Wheat:9;
51,1013,560008,08/11/2019,Sugar:8;Beans:5;Bread:4;Yogurt:3;
52,1008,560002,02/11/2019,Sugar:4;Onion:2;Bread:3;Wheat:7;
53,1006,560005,13/11/2019,Salt:6;Sugar:10;Carrot:9;Onion:7;
54,1005,560014,09/11/2019,Butter:8;Milk:6;Wheat:10;Butter:1;
55,1017,560010,10/11/2019,Butter:1;Chocolate:5;Bread:9;Yogurt:1;
56,1010,560012,11/11/2019,Milk:1;Wheat:6;Carrot:4;Onion:3;
57,1014,560002,17/11/2019,Beans:8;Carrot:6;Beans:9;Wheat:5;
58,1011,560001,20/11/2019,Beans:4;Milk:4;Bread:6;Sugar:7;
59,1015,560013,02/11/2019,Butter:1;Butter:1;Carrot:3;Chocolate:4;
60,1009,560016,12/11/2019,Onion:5;Carrot:1;Chocolate:9;Chocolate:5;
61,1000,560000,04/11/2019,Yogurt:9;Wheat:1;Sugar:4;Beans:9;
62,1016,560004,02/11/2019,Beans:2;Wheat:10;Carrot:2;
63,1020,560001,08/11/2019,Butter:7;Wheat:8;Butter:3;Salt:5;
64,1011,560017,04/11/2019,Butter:10;Bread:6;Salt:3;Sugar:7;
65,1001,560003,04/11/2019,Milk:4;Carrot:7;Butter:2;Yogurt:9;
66,1003,560019,20/11/2019,Beans:4;Sugar:5;Bread:1;Wheat:6;
67,1001,560010,13/11/2019,Bread:2;Milk:3;Bread:2;Carrot:3;
68,1006,560017,09/11/2019,Chocolate:4;Chocolate:1;Butter:5;Beans:8;
69,1003,560009,14/11/2019,Wheat:3;Carrot:10;
70,1002,560009,16/11/2019,Wheat:5;Onion:3;Salt:10;Milk:7;
71,1007,560007,05/11/2019,Chocolate:2;Butter:5;Yogurt:5;Chocolate:1;
72,1009,560004,04/11/2019,Carrot:1;Bread:2;Salt:7;Salt:8;
73,1003,560003,01/11/2019,Carrot:10;Wheat:4;Yogurt:4;Carrot:10;
74,1004,560014,20/11/2019,Salt:2;Chocolate:6;Wheat:6;Carrot:4;
75,1020,560010,13/11/2019,Carrot:5;Butter:2;Yogurt:5;Salt:5;
76,1003,560011,18/11/2019,Sugar:2;Carrot:7;Sugar:5;Yogurt:3;
77,1003,560006,09/11/2019,Butter:6;Beans:2;Onion:7;Chocolate:3;
78,1005,560004,15/11/2019,Butter:7;Milk:1;Bread:3;Butter:7;
79,1008,560008,04/11/2019,Wheat:7;Butter:2;Yogurt:7;Butter:3;
80,1019,560003,16/11/2019,Milk:7;Milk:4;Wheat:2;Carrot:3;
81,1009,560012,14/11/2019,Carrot:10;Butter:3;Wheat:2;Chocolate:3;
82,1020,560002,20/11/2019,Salt:7;Bread:7;Butter:6;Bread:5;
83,1007,560003,14/11/2019,Yogurt:1;Milk:6;Butter:10;Sugar:9;
84,1004,560002,15/11/2019,Bread:5;Yogurt:2;Yogurt:7;Wheat:7;
85,1002,560019,04/11/2019,Bread:9;Sugar:2;Bread:6;Bread:1;
86,1010,560006,13/11/2019,Bread:4;Beans:10;Butter:8;Onion:9;
87,1007,560020,16/11/2019,Sugar:10;Yogurt:4;Wheat:4;Onion:3;
88,1004,560013,05/11/2019,Wheat:8;Beans:5;Carrot:7;Beans:10;
89,1012,560007,05/11/2019,Onion:4;Butter:9;
90,1019,560016,11/11/2019,Yogurt:7;Sugar:8;Bread:3;Wheat:2;
91,1016,560001,20/11/2019,Butter:9;Onion:5;Milk:10;Bread:7;
92,1013,560020,13/11/2019,Sugar:9;Wheat:8;Bread:8;Butter:1;
93,1011,560020,01/11/2019,Onion:6;Sugar:9;Butter:5;Beans:1;
94,1000,560012,13/11/2019,Chocolate:9;Yogurt:7;Butter:9;Yogurt:2;
95,1012,560012,18/11/2019,Chocolate:10;Butter:8;Yogurt:10;Bread:3;
96,1016,560001,20/11/2019,Salt:5;Wheat:5;Bread:8;Bread:8;
97,1016,560013,14/11/2019,Wheat:9;Onion:6;Chocolate:10;Milk:6;
98,1017,560006,02/11/2019,Carrot:10;Onion:5;Bread:3;Salt:9;
99,1020,560013,17/11/2019,Beans:1;Chocolate:8;Butter:10;Bread:9;
100,1007,560019,10/11/2019,Bread:3;Carrot:4;Sugar:10;Chocolate:8;
101,1015,560000,18/11/2019,Beans:7;Chocolate:9;Milk:4;Carrot:9;
102,1009,560000,18/11/2019,Sugar:10;Butter:1;Carrot:9;
103,1012,560007,11/11/2019,Milk:5;Butter:1;Butter:9;
104,1006,560007,08/11/2019,Chocolate:6;Milk:9;Beans:1;
105,1006,560012,04/11/2019,Sugar:8;Carrot:2;Milk:6;
106,1007,560019,02/11/2019,Onion:7;Wheat:3;Beans:8;
107,1007,560008,14/11/2019,Chocolate:6;Wheat:9;Salt:6;
108,1013,560019,15/11/2019,Chocolate:7;Milk:9;Carrot:5;
109,1020,560000,09/11/2019,Carrot:7;Onion:6;Bread:9;
110,1010,560006,14/11/2019,Carrot:2;Chocolate:6;Butter:3;
111,1001,560014,01/11/2019,Sugar:4;Yogurt:8;Yogurt:3;
112,1008,560000,06/11/2019,Onion:10;Butter:4;Carrot:5;
113,1002,560013,05/11/2019,Chocolate:10;Wheat:7;Carrot:6;
114,1001,560012,04/11/2019,Milk:9;Beans:1;Wheat:5;
115,1012,560015,10/11/2019,Chocolate:6;Sugar:2;Onion:8;
116,1014,560011,16/11/2019,Carrot:4;Bread:1;Bread:10;Yogurt:7;
117,1016,560016,03/11/2019,Salt:10;Salt:8;Yogurt:6;Beans:6;
118,1017,560010,03/11/2019,Onion:8;Wheat:8;Chocolate:4;Salt:3;
119,1004,560014,17/11/2019,Milk:5;Bread:9;Beans:8;Bread:8;
120,1012,560018,04/11/2019,Butter:3;Onion:5;Butter:10;Onion:3;
121,1020,560017,20/11/2019,Milk:8;Bread:4;Carrot:1;Milk:2;
122,1015,560012,03/11/2019,Wheat:3;Milk:9;Milk:10;Milk:5;
123,1003,560001,06/11/2019,Onion:8;Butter:3;Wheat:8;Onion:5;
124,1005,560000,02/11/2019,Carrot:9;Bread:5;Carrot:7;Yogurt:4;
125,1011,560011,06/11/2019,Beans:6;Carrot:9;Butter:2;Milk:10;
126,1009,560011,17/11/2019,Bread:1;Wheat:1;Beans:7;Bread:7;
127,1012,560005,15/11/2019,Wheat:8;Yogurt:3;Bread:10;Chocolate:10;
128,1017,560008,09/11/2019,Butter:9;Yogurt:4;Beans:4;Salt:3;
129,1002,560004,20/11/2019,Chocolate:8;Butter:5;Bread:6;Beans:10;
130,1005,560020,11/11/2019,Wheat:8;Beans:3;Wheat:7;Yogurt:3;
131,1020,560019,05/11/2019,Wheat:7;Beans:8;Onion:5;Milk:9;
132,1007,560018,18/11/2019,Chocolate:5;Butter:1;
133,1006,560000,19/11/2019,Yogurt:3;Beans:4;Yogurt:5;Carrot:10;
134,1000,560013,08/11/2019,Yogurt:6;Bread:6;Bread:6;Carrot:10;
135,1002,560015,20/11/2019,Salt:6;Butter:4;Onion:9;Bread:6;
136,1007,560012,02/11/2019,Chocolate:7;Chocolate:3;Carrot:7;Sugar:6;
137,1004,560005,08/11/2019,Bread:4;Sugar:7;Sugar:4;Chocolate:9;
138,1013,560001,09/11/2019,Milk:8;Salt:2;Sugar:6;Butter:7;
139,1017,560002,07/11/2019,Butter:2;Salt:2;Wheat:8;Onion:5;
140,1004,560006,04/11/2019,Salt:1;Yogurt:6;Sugar:7;Butter:7;
141,1012,560000,02/11/2019,Wheat:2;Sugar:9;Wheat:10;Sugar:8;
142,1020,560004,03/11/2019,Beans:9;Wheat:8;Yogurt:6;Yogurt:5;
143,1006,560017,16/11/2019,Carrot:1;Onion:7;
144,1014,560001,18/11/2019,Carrot:10;Milk:7;
145,1013,560014,18/11/2019,Butter:6;Sugar:9;
146,1017,560007,12/11/2019,Carrot:5;Chocolate:7;Salt:1;Butter:3;
147,1012,560016,10/11/2019,Yogurt:1;Wheat:10;Onion:6;Milk:9;
148,1002,560008,10/11/2019,Bread:5;Onion:2;Sugar:2;Carrot:9;
149,1006,560005,19/11/2019,Onion:10;Beans:7;Milk:7;Sugar:6;
150,1013,560013,11/11/2019,Salt:8;Onion:1;Chocolate:1;Butter:10;
151,1013,560020,11/11/2019,Salt:3;Beans:7;Butter:5;Butter:8;
152,1007,560005,19/11/2019,Yogurt:4;Onion:3;Carrot:3;Wheat:5;
153,1006,560006,10/11/2019,Salt:2;Beans:8;Carrot:8;Chocolate:8;
154,1009,560019,10/11/2019,Chocolate:1;Bread:10;
155,1013,560020,07/11/2019,Milk:6;Milk:6;Onion:7;Sugar:4;
156,1006,560020,02/11/2019,Yogurt:6;Beans:4;Wheat:1;Milk:1;
157,1010,560018,03/11/2019,Sugar:7;Onion:4;Wheat:7;Yogurt:9;
158,1011,560019,07/11/2019,Chocolate:5;Bread:10;Salt:2;Onion:3;
159,1019,560014,16/11/2019,Salt:2;Yogurt:4;Salt:6;Carrot:1;
160,1016,560014,19/11/2019,Butter:8;Bread:4;Salt:1;Wheat:10;
161,1017,560003,06/11/2019,Sugar:4;Salt:2;Butter:9;Milk:6;
162,1013,560011,10/11/2019,Wheat:8;Sugar:5;Butter:3;Onion:1;
163,1017,560012,17/11/2019,Yogurt:4;Yogurt:2;Milk:7;Onion:10;
164,1003,560011,17/11/2019,Milk:5;Sugar:8;Onion:10;Yogurt:6;
165,1013,560018,06/11/2019,Yogurt:6;Beans:9;Milk:4;Chocolate:8;
166,1020,560001,05/11/2019,Milk:10;Chocolate:9;Chocolate:8;Chocolate:5;
167,1019,560006,18/11/2019,Milk:5;Onion:6;Sugar:8;Salt:8;
168,1020,560019,10/11/2019,Wheat:7;Wheat:5;Beans:10;Salt:7;
169,1011,560001,06/11/2019,Bread:6;Carrot:10;Butter:10;Carrot:5;
170,1009,560017,14/11/2019,Beans:10;Salt:3;Beans:5;Salt:1;
171,1000,560008,07/11/2019,Milk:5;Bread:1;Sugar:6;Onion:9;
172,1007,560012,07/11/2019,Salt:6;Carrot:2;Chocolate:10;Wheat:1;
173,1015,560013,01/11/2019,Salt:9;Chocolate:7;Onion:1;Milk:4;
174,1001,560001,09/11/2019,Wheat:3;Yogurt:3;
175,1006,560002,05/11/2019,Salt:8;Onion:2;Milk:10;Wheat:7;
176,1006,560015,04/11/2019,Onion:7;Butter:7;Onion:9;Salt:6;
177,1017,560002,02/11/2019,Yogurt:10;Sugar:3;Carrot:5;Chocolate:4;
178,1002,560016,14/11/2019,Onion:4;Butter:5;Carrot:6;Salt:10;
179,1000,560020,15/11/2019,Butter:2;Bread:10;Milk:5;Yogurt:9;
180,1015,560013,10/11/2019,Chocolate:5;Sugar:9;Beans:2;Milk:5;
181,1006,560015,15/11/2019,Yogurt:10;Chocolate:2;Bread:4;Yogurt:4;
182,1009,560008,04/11/2019,Butter:8;Chocolate:8;Butter:6;Butter:7;
183,1018,560003,07/11/2019,Milk:9;Milk:1;Butter:1;Wheat:7;
184,1009,560020,17/11/2019,Beans:6;Sugar:2;Wheat:3;Yogurt:8;
185,1008,560002,08/11/2019,Salt:10;Bread:10;Yogurt:5;Chocolate:8;
186,1016,560006,06/11/2019,Butter:4;Sugar:8;Salt:8;Milk:8;
187,1005,560004,12/11/2019,Onion:3;Yogurt:5;Carrot:8;Onion:7;
188,1014,560005,02/11/2019,Onion:7;Milk:5;Chocolate:8;Salt:5;
189,1007,560013,08/11/2019,Salt:5;Chocolate:7;Carrot:7;Sugar:2;
190,1005,560012,05/11/2019,Carrot:5;Wheat:7;Beans:9;Salt:5;
191,1008,560017,15/11/2019,Butter:5;Bread:4;Yogurt:7;Milk:10;
192,1002,560020,18/11/2019,Sugar:9;Wheat:9;Wheat:6;Wheat:7;
193,1003,560009,16/11/2019,Wheat:8;Carrot:10;Chocolate:3;Milk:6;
194,1002,560006,13/11/2019,Salt:8;Wheat:10;Yogurt:6;Bread:2;
195,1001,560004,15/11/2019,Onion:8;Sugar:8;
196,1008,560002,02/11/2019,Butter:5;Yogurt:3;Beans:7;Milk:5;
197,1010,560001,16/11/2019,Wheat:9;Carrot:4;Butter:7;Butter:1;
198,1016,560007,16/11/2019,Beans:2;Wheat:2;Bread:8;Carrot:3;
199,1019,560018,12/11/2019,Salt:8;Carrot:1;Beans:10;Bread:4;
200,1001,560012,10/11/2019,Milk:6;Onion:6;Sugar:3;Chocolate:9;
201,1005,560015,17/11/2019,Butter:1;Chocolate:2;Chocolate:6;Beans:8;
202,1000,560007,10/11/2019,Bread:5;Yogurt:8;Bread:8;Beans:6;
203,1014,560008,10/11/2019,Carrot:9;Beans:3;Milk:1;Bread:5;
204,1016,560001,15/11/2019,Bread:8;Wheat:5;Milk:9;Milk:6;
205,1002,560007,09/11/2019,Milk:6;Salt:3;Beans:9;Bread:3;
206,1019,560000,18/11/2019,Onion:1;Butter:10;Milk:4;Wheat:10;
207,1012,560002,02/11/2019,Milk:5;Beans:7;Milk:8;Bread:3;
208,1013,560006,14/11/2019,Milk:6;Yogurt:7;Wheat:9;Bread:8;
209,1003,560003,02/11/2019,Sugar:5;Beans:5;Carrot:4;Beans:7;
210,1002,560008,13/11/2019,Chocolate:5;Milk:3;Wheat:1;Onion:6;
211,1018,560008,10/11/2019,Wheat:1;Sugar:4;Yogurt:7;Chocolate:9;
212,1000,560007,05/11/2019,Carrot:10;Onion:10;
213,1005,560008,11/11/2019,Milk:6;Carrot:7;Bread:10;Chocolate:2;
214,1003,560017,03/11/2019,Yogurt:8;Yogurt:2;Sugar:9;Onion:6;
215,1011,560014,12/11/2019,Beans:8;Carrot:9;Salt:6;Sugar:5;
216,1009,560016,14/11/2019,Bread:8;Salt:1;Onion:8;Bread:4;
217,1004,560001,19/11/2019,Milk:9;Butter:5;Chocolate:1;Milk:4;
218,1012,560009,06/11/2019,Yogurt:9;Bread:4;Butter:2;Wheat:2;
219,1009,560016,19/11/2019,Chocolate:7;Salt:8;Onion:2;Milk:8;
220,1011,560019,13/11/2019,Milk:9;Sugar:9;Bread:5;Wheat:4;
221,1004,560019,15/11/2019,Butter:3;Yogurt:5;Carrot:8;Beans:7;
222,1008,560018,06/11/2019,Onion:1;Beans:6;Chocolate:10;Butter:2;
223,1003,560018,04/11/2019,Salt:9;Carrot:4;Beans:7;Beans:3;
224,1013,560019,05/11/2019,Yogurt:8;Bread:5;Chocolate:8;Carrot:10;
225,1007,560011,11/11/2019,Onion:1;Yogurt:10;Beans:8;
226,1015,560011,14/11/2019,Onion:6;Beans:4;Carrot:5;Beans:9;
227,1009,560001,14/11/2019,Sugar:1;Yogurt:8;Sugar:10;Beans:9;
228,1007,560018,05/11/2019,Bread:10;Milk:6;Butter:8;Beans:7;
229,1011,560018,04/11/2019,Wheat:1;Carrot:3;Beans:4;Chocolate:5;
230,1006,560011,02/11/2019,Beans:10;Bread:2;Onion:1;Chocolate:6;
231,1015,560006,16/11/2019,Milk:6;Wheat:7;Sugar:4;Onion:2;
232,1000,560003,02/11/2019,Butter:6;Milk:2;Onion:4;Beans:5;
233,1012,560018,06/11/2019,Butter:7;Bread:7;
234,1018,560020,18/11/2019,Beans:4;Onion:9;Butter:7;Bread:2;
235,1011,560019,13/11/2019,Milk:6;Sugar:4;Wheat:10;Wheat:5;
236,1001,560006,20/11/2019,Sugar:1;Sugar:3;Wheat:3;Salt:10;
237,1016,560008,10/11/2019,Milk:4;Milk:4;Butter:1;Chocolate:7;
238,1006,560011,06/11/2019,Beans:5;Chocolate:3;Onion:2;Onion:2;
239,1006,560012,03/11/2019,Beans:3;Bread:3;Carrot:9;Milk:2;
240,1016,560001,02/11/2019,Sugar:10;Milk:1;Carrot:7;Chocolate:2;
241,1006,560000,04/11/2019,Wheat:2;Carrot:9;Wheat:7;Chocolate:9;
242,1000,560020,16/11/2019,Butter:9;Yogurt:7;Carrot:6;Bread:8;
243,1014,560016,08/11/2019,Chocolate:2;Salt:1;Wheat:2;Carrot:10;
244,1008,560003,15/11/2019,Salt:2;Sugar:1;Carrot:9;Bread:8;
245,1015,560020,01/11/2019,Wheat:8;Sugar:9;Milk:7;Butter:9;
246,1002,560002,04/11/2019,Bread:7;Butter:2;Bread:5;Onion:8;
247,1013,560010,12/11/2019,Bread:9;Beans:7;Beans:8;Beans:9;
248,1002,560016,18/11/2019,Carrot:3;Butter:1;Carrot:2;Yogurt:10;
249,1019,560012,15/11/2019,Milk:2;Beans:9;Carrot:2;Bread:7;
250,1000,560008,16/11/2019,Milk:4;Salt:9;Milk:1;
251,1010,560002,01/11/2019,Salt:7;Beans:3;Wheat:2;Onion:8;
252,1012,560010,03/11/2019,Milk:4;Milk:3;Chocolate:3;Salt:5;
253,1018,560015,03/11/2019,Salt:4;Wheat:3;Milk:1;Milk:10;
254,1000,560009,01/11/2019,Onion:10;Sugar:4;Butter:5;Onion:10;
255,1006,560016,11/11/2019,Carrot:1;Yogurt:3;Milk:6;Sugar:3;
256,1020,560000,11/11/2019,Chocolate:2;Chocolate:8;Onion:9;Sugar:3;
257,1014,560008,08/11/2019,Butter:4;Yogurt:6;Chocolate:1;Butter:5;
258,1003,560006,20/11/2019,Beans:9;Yogurt:9;Sugar:9;Sugar:7;
259,1018,560011,17/11/2019,Milk:3;Onion:2;Beans:1;Chocolate:9;
260,1007,560008,17/11/2019,Bread:4;Carrot:9;Beans:8;Onion:2;
261,1006,560003,12/11/2019,Salt:9;Wheat:2;Chocolate:3;Carrot:1;
262,1008,560001,10/11/2019,Onion:8;Sugar:2;Carrot:8;Chocolate:4;
263,1016,560011,13/11/2019,Sugar:3;Sugar:5;Sugar:4;Butter:10;
264,1017,560010,05/11/2019,Milk:7;Salt:8;Beans:8;Chocolate:10;
265,1002,560012,12/11/2019,Yogurt:4;Chocolate:10;Yogurt:10;Butter:6;
266,1013,560017,01/11/2019,Sugar:7;Chocolate:8;Sugar:6;
267,1008,560020,09/11/2019,Bread:3;Butter:7;Bread:9;Yogurt:7;
268,1000,560014,01/11/2019,Butter:7;Bread:6;Bread:2;Sugar:4;
269,1004,560009,14/11/2019,Salt:9;Bread:6;Chocolate:10;Carrot:9;
270,1016,560016,04/11/2019,Wheat:7;Carrot:7;Onion:10;Carrot:3;
271,1003,560002,01/11/2019,Sugar:3;Butter:6;Bread:10;Butter:10;
272,1011,560013,17/11/2019,Beans:10;Carrot:10;Butter:4;Sugar:4;
273,1004,560016,12/11/2019,Salt:7;Onion:7;Milk:4;Beans:8;
274,1010,560013,16/11/2019,Chocolate:2;Salt:6;Onion:9;Beans:8;
275,1018,560014,16/11/2019,Butter:5;Chocolate:5;Yogurt:1;Sugar:8;
276,1004,560014,09/11/2019,Salt:7;Bread:2;Beans:5;Onion:3;
277,1003,560001,01/11/2019,Salt:2;Milk:2;Salt:3;Butter:7;
278,1014,560004,18/11/2019,Chocolate:8;Wheat:7;Salt:6;Bread:6;
279,1005,560001,02/11/2019,Onion:6;Onion:5;Butter:5;Butter:10;
280,1003,560015,19/11/2019,Yogurt:7;Salt:9;Bread:4;Sugar:5;
281,1002,560013,14/11/2019,Carrot:4;Carrot:7;Sugar:2;Bread:5;
282,1020,560020,06/11/2019,Onion:7;Carrot:7;Beans:6;Milk:6;
283,1006,560007,02/11/2019,Onion:6;Beans:1;Milk:5;Yogurt:10;
284,1019,560016,15/11/2019,Milk:2;Milk:1;Salt:8;Yogurt:7;
285,1013,560020,07/11/2019,Milk:3;Milk:3;Wheat:9;Yogurt:4;
286,1007,560010,17/11/2019,Beans:8;Salt:3;Sugar:3;Sugar:9;
287,1013,560010,11/11/2019,Butter:7;Butter:3;Bread:2;Wheat:9;
288,1004,560004,02/11/2019,Wheat:6;Salt:10;Onion:5;Sugar:1;
289,1001,560000,08/11/2019,Butter:7;Bread:7;Chocolate:5;Chocolate:1;
290,1002,560016,18/11/2019,Sugar:5;Salt:6;Chocolate:3;Onion:2;
291,1005,560011,12/11/2019,Sugar:3;Yogurt:9;Onion:5;Milk:5;
292,1006,560009,07/11/2019,Bread:3;Carrot:1;Wheat:9;Chocolate:5;
293,1005,560020,15/11/2019,Bread:4;Sugar:9;Chocolate:3;Onion:2;
294,1007,560020,19/11/2019,Carrot:10;Bread:9;Onion:1;Wheat:6;
295,1003,560017,12/11/2019,Milk:8;Wheat:4;Onion:4;Salt:1;
296,1014,560004,16/11/2019,Carrot:3;Beans:2;Beans:2;Beans:10;
297,1007,560017,17/11/2019,Wheat:6;Beans:10;Wheat:10;
298,1002,560020,15/11/2019,Butter:2;Yogurt:1;Wheat:7;Bread:5;
299,1009,560005,20/11/2019,Beans:5;Carrot:3;Chocolate:8;Sugar:9;
300,1018,560016,12/11/2019,Yogurt:2;Bread:3;Butter:10;Yogurt:5;
301,1020,560015,13/11/2019,Beans:5;Chocolate:2;Carrot:7;Beans:9;
302,1006,560012,16/11/2019,Beans:10;Wheat:8;Carrot:1;Butter:7;
303,1005,560010,06/11/2019,Sugar:3;Bread:4;Sugar:3;Bread:7;
304,1016,560000,17/11/2019,Beans:7;Carrot:5;Butter:10;Onion:9;
305,1008,560008,03/11/2019,Wheat:2;Carrot:4;Beans:2;Beans:7;
306,1005,560001,07/11/2019,Beans:10;Butter:5;Onion:6;Beans:1;
307,1012,560001,05/11/2019,Onion:5;Salt:10;Wheat:4;Wheat:7;
308,1019,560011,12/11/2019,Chocolate:3;Wheat:10;Sugar:7;Yogurt:8;
309,1011,560001,18/11/2019,Salt:4;Onion:5;Carrot:1;Carrot:6;
310,1000,560000,12/11/2019,Milk:3;Yogurt:4;Butter:2;Sugar:1;
311,1012,560017,03/11/2019,Wheat:7;Yogurt:4;
312,1006,560010,17/11/2019,Sugar:5;Onion:2;Salt:4;Wheat:9;
313,1006,560018,02/11/2019,Yogurt:10;Onion:8;Butter:1;Beans:5;
314,1014,560008,14/11/2019,Sugar:4;Yogurt:5;Beans:10;Onion:10;
315,1008,560008,12/11/2019,Chocolate:9;Yogurt:3;Butter:1;Milk:1;
316,1002,560000,03/11/2019,Carrot:4;Sugar:3;Sugar:8;Bread:1;
317,1016,560012,15/11/2019,Milk:8;Salt:4;Carrot:1;Wheat:8;
318,1018,560002,05/11/2019,Sugar:5;Milk:3;Beans:8;Butter:5;
319,1002,560015,10/11/2019,Yogurt:3;Milk:7;Beans:6;Butter:6;
320,1016,560012,04/11/2019,Milk:1;Salt:6;Wheat:5;Bread:3;
321,1002,560014,20/11/2019,Sugar:6;Carrot:5;Chocolate:6;Sugar:9;
322,1013,560015,15/11/2019,Beans:9;Carrot:2;Sugar:4;Butter:10;
323,1000,560001,17/11/2019,Bread:3;Milk:1;
324,1009,560015,13/11/2019,Butter:7;Carrot:9;Beans:4;Chocolate:7;
325,1010,560014,14/11/2019,Yogurt:7;Yogurt:9;Bread:6;Bread:5;
326,1016,560017,14/11/2019,Yogurt:10;Butter:5;Milk:1;Carrot:5;